RUNE,EAGLE,CHEST,SHIELD,HELMET
KRONOS_SMALL,EAGLE,HELMET,SHIELD,RUNE
EAGLE,KRONOS_SMALL,SHIELD,RUNE,HELMET
RUNE,KRONOS_SMALL,RUNE,SHIELD,RUNE
RUNE,SHIELD,PEGASUS,HELMET,RUNE
SHIELD,SHIELD,SHIELD,RUNE,PEGASUS
RUNE,RUNE,RUNE,RUNE,SHIELD
SHIELD,CHEST,SHIELD,SHIELD,RUNE
EAGLE,HELMET,HELMET,CHEST,CHEST
SCATTER,SCATTER,SCATTER,SCATTER,SCATTER
RUNE,RUNE,SHIELD,SHIELD,PEGASUS
HELMET,HELMET,RUNE,HELMET,EAGLE
CHEST,SHIELD,SHIELD,SHIELD,RUNE
RUNE,SHIELD,HELMET,HELMET,PEGASUS
SHIELD,RUNE,PEGASUS,CHEST,PEGASUS
RUNE,EAGLE,HELMET,HELMET,HELMET
SHIELD,RUNE,SHIELD,EAGLE,SHIELD
SHIELD,PEGASUS,RUNE,SHIELD,SHIELD
RUNE,KRONOS_SMALL,HELMET,CHEST,HELMET
KRONOS_SMALL,RUNE,CHEST,RUNE,HELMET
RUNE,PEGASUS,RUNE,RUNE,PEGASUS
SHIELD,SHIELD,KRONOS_SMALL,PEGASUS,EAGLE
EAGLE,PEGASUS,SHIELD,RUNE,HELMET
SHIELD,SHIELD,SHIELD,RUNE,RUNE
HELMET,CHEST,HELMET,KRONOS_SMALL,KRONOS_SMALL
HELMET,RUNE,HELMET,EAGLE,WILD
CHEST,SHIELD,HELMET,HELMET,HELMET
PEGASUS,HELMET,RUNE,WILD,SHIELD
KRONOS_SMALL,HELMET,SHIELD,HELMET,SHIELD
KRONOS_SMALL,PEGASUS,EAGLE,CHEST,HELMET
RUNE,EAGLE,PEGASUS,HELMET,HELMET
HELMET,HELMET,RUNE,SHIELD,RUNE
EAGLE,KRONOS_SMALL,KRONOS_SMALL,SHIELD,PEGASUS
HELMET,SHIELD,HELMET,SHIELD,HELMET
SHIELD,HELMET,RUNE,KRONOS_SMALL,HELMET
SHIELD,RUNE,HELMET,RUNE,SHIELD
EAGLE,HELMET,RUNE,SHIELD,SHIELD
RUNE,SHIELD,SHIELD,HELMET,KRONOS_SMALL
SCATTER,RUNE,SCATTER,PEGASUS,SCATTER
CHEST,PEGASUS,HELMET,RUNE,EAGLE
RUNE,RUNE,PEGASUS,HELMET,HELMET
RUNE,KRONOS_SMALL,SHIELD,HELMET,RUNE
HELMET,KRONOS_SMALL,RUNE,SHIELD,RUNE
SHIELD,HELMET,RUNE,EAGLE,SHIELD
SHIELD,HELMET,KRONOS_SMALL,KRONOS_SMALL,SHIELD
EAGLE,HELMET,SHIELD,SHIELD,RUNE
SHIELD,HELMET,SHIELD,EAGLE,PEGASUS
HELMET,EAGLE,SHIELD,RUNE,SHIELD
PEGASUS,SHIELD,RUNE,HELMET,EAGLE
KRONOS_SMALL,SHIELD,HELMET,SHIELD,HELMET
SHIELD,HELMET,RUNE,HELMET,RUNE
SHIELD,RUNE,HELMET,SHIELD,RUNE
KRONOS_SMALL,RUNE,KRONOS_SMALL,HELMET,EAGLE
HELMET,KRONOS_SMALL,HELMET,PEGASUS,HELMET
WILD,RUNE,EAGLE,SHIELD,KRONOS_SMALL
HELMET,EAGLE,CHEST,RUNE,PEGASUS
SHIELD,RUNE,SHIELD,PEGASUS,SHIELD
HELMET,KRONOS_SMALL,HELMET,RUNE,SHIELD
SHIELD,EAGLE,HELMET,PEGASUS,KRONOS_SMALL
KRONOS_SMALL,EAGLE,PEGASUS,PEGASUS,PEGASUS
RUNE,PEGASUS,EAGLE,HELMET,SHIELD
HELMET,HELMET,HELMET,EAGLE,KRONOS_SMALL
HELMET,SHIELD,HELMET,SHIELD,EAGLE
CHEST,SHIELD,HELMET,RUNE,HELMET
PEGASUS,HELMET,HELMET,SHIELD,EAGLE
HELMET,HELMET,PEGASUS,SHIELD,HELMET
RUNE,PEGASUS,HELMET,RUNE,HELMET
EAGLE,RUNE,SHIELD,HELMET,KRONOS_SMALL
HELMET,HELMET,HELMET,RUNE,KRONOS_SMALL
SHIELD,SHIELD,PEGASUS,KRONOS_SMALL,EAGLE
RUNE,RUNE,RUNE,EAGLE,RUNE
