RUNE,SHIELD,CHEST,EAGLE,RUNE
SHIELD,SHIELD,SHIELD,EAGLE,HELMET
RUNE,SHIELD,HELMET,SHIELD,HELMET
EAGLE,SHIELD,KRONOS_SMALL,KRONOS_SMALL,PEGASUS
SHIELD,HELMET,EAGLE,PEGASUS,KRONOS_SMALL
PEGASUS,RUNE,SHIELD,HELMET,RUNE
EAGLE,EAGLE,RUNE,HELMET,KRONOS_SMALL
RUNE,SHIELD,EAGLE,PEGASUS,RUNE
HELMET,KRONOS_SMALL,RUNE,RUNE,EAGLE
HELMET,HELMET,HELMET,SHIELD,HELMET
RUNE,RUNE,PEGASUS,SHIELD,SHIELD
RUNE,RUNE,RUNE,RUNE,RUNE
HELMET,SHIELD,EAGLE,HELMET,HELMET
SHIELD,CHEST,CHEST,SHIELD,PEGASUS
WILD,KRONOS_SMALL,SHIELD,RUNE,HELMET
WILD,RUNE,RUNE,HELMET,PEGASUS
WILD,EAGLE,HELMET,HELMET,SHIELD
PEGASUS,RUNE,HELMET,KRONOS_SMALL,RUNE
PEGASUS,PEGASUS,SHIELD,KRONOS_SMALL,RUNE
KRONOS_SMALL,RUNE,CHEST,RUNE,SHIELD
KRONOS_SMALL,SHIELD,SHIELD,RUNE,SHIELD
KRONOS_SMALL,EAGLE,SHIELD,HELMET,HELMET
RUNE,PEGASUS,SHIELD,RUNE,KRONOS_SMALL
HELMET,SHIELD,HELMET,RUNE,HELMET
HELMET,SHIELD,HELMET,RUNE,HELMET
SHIELD,HELMET,SHIELD,SHIELD,PEGASUS
SHIELD,KRONOS_SMALL,SHIELD,SHIELD,KRONOS_SMALL
RUNE,HELMET,RUNE,SHIELD,EAGLE
HELMET,SHIELD,HELMET,PEGASUS,RUNE
EAGLE,PEGASUS,RUNE,SHIELD,EAGLE
EAGLE,KRONOS_SMALL,SHIELD,EAGLE,EAGLE
WILD,KRONOS_SMALL,HELMET,KRONOS_SMALL,HELMET
WILD,KRONOS_SMALL,KRONOS_SMALL,EAGLE,PEGASUS
WILD_SURGE,KRONOS_SMALL,HELMET,EAGLE,PEGASUS
WILD,KRONOS_SMALL,RUNE,KRONOS_SMALL,RUNE
WILD,RUNE,HELMET,SHIELD,HELMET
KRONOS_SMALL,EAGLE,HELMET,RUNE,SHIELD
RUNE,SHIELD,HELMET,KRONOS_SMALL,SHIELD
PEGASUS,SHIELD,EAGLE,RUNE,RUNE
SHIELD,HELMET,SHIELD,SHIELD,SHIELD
KRONOS_SMALL,CHEST,RUNE,SHIELD,RUNE
SHIELD,KRONOS_SMALL,EAGLE,PEGASUS,HELMET
RUNE,EAGLE,RUNE,PEGASUS,KRONOS_SMALL
HELMET,PEGASUS,PEGASUS,WILD,SHIELD
RUNE,CHEST,KRONOS_SMALL,WILD,RUNE
EAGLE,HELMET,HELMET,WILD_LIGHTNING,HELMET
HELMET,RUNE,SHIELD,WILD,KRONOS_SMALL
SHIELD,SHIELD,SHIELD,SHIELD,PEGASUS
HELMET,HELMET,SHIELD,RUNE,SHIELD
CHEST,RUNE,PEGASUS,HELMET,RUNE
SHIELD,KRONOS_SMALL,RUNE,RUNE,KRONOS_SMALL
SHIELD,SHIELD,KRONOS_SMALL,SHIELD,RUNE
HELMET,RUNE,PEGASUS,SHIELD,HELMET
